Table S1. oxLDL-induced differentially expressed genes in macrophages identified by single-cell transcriptomics,,,,,
gene,logFC,logCPM,F,PValue,P_adj
GPN1,0.50819297,3.963688609,9.500192173,0.00722041,0.053809185
SEMA4D,-0.548287316,3.603589477,9.500050066,0.007220757,0.053809185
CNOT2,-0.353730323,5.151205795,9.48903888,0.00724769,0.053970354
KCNQ1,-0.402005416,4.909177299,9.475949365,0.007279856,0.054170222
TIMM8B,0.304906554,7.338917407,9.468867453,0.007297326,0.05426053
CARD8-AS1,-0.680095482,3.240757874,9.453948997,0.007334286,0.05449551
GBP5,-1.44792035,1.719439491,9.444659837,0.007357406,0.054587555
GLIPR1,-0.318686287,7.338277918,9.446357414,0.007353175,0.054587555
GGA1,0.31347823,5.912528282,9.432803583,0.007387037,0.054767451
OAS1,-0.48506779,4.034458553,9.423582226,0.007410177,0.054898994
ARRDC2,-0.535039236,4.419867646,9.416331159,0.00742843,0.054972495
PANK2,-0.423791286,4.688852356,9.415349098,0.007430907,0.054972495
HSPE1,0.353213599,7.377782382,9.405402648,0.007456038,0.055118328
NMB,0.632686389,3.846831692,9.397566328,0.007475906,0.055225067
HSP90B1,0.299948496,7.949434757,9.363862704,0.007562048,0.055820862
TIMM17A,0.347690893,5.302183502,9.359097249,0.007574318,0.055870896
PDXK,0.290911676,7.064501778,9.353500429,0.007588759,0.05593685
KYNU,0.36435442,5.647983772,9.342921969,0.007616138,0.056098013
ZNF358,-0.517829422,3.85607437,9.334518597,0.007637968,0.056218096
FAAP20,-0.337258187,6.415460031,9.317897564,0.007681355,0.05645574
LTBP4,-1.393862089,1.410987379,9.318429234,0.007679963,0.05645574
USF1,-0.818173789,2.720295462,9.315694275,0.007687128,0.056457373
SIPA1L2,0.528954145,3.755844513,9.312278594,0.007696086,0.056482388
DCP2,-0.323265401,5.741980614,9.307003773,0.007709944,0.05651153
SNX11,-0.352635392,5.157498653,9.306538417,0.007711168,0.05651153
DUSP1,-0.378626713,6.246292498,9.280271676,0.007780614,0.056979413
RBL2,-0.424510678,4.524338685,9.275490299,0.007793332,0.057031489
PHACTR2,-0.348035025,5.144067785,9.267532263,0.007814551,0.057145662
JUND,-0.293944453,7.254010951,9.258008872,0.007840031,0.057249677
SIGLEC9,0.435387108,4.689408124,9.259712711,0.007835466,0.057249677
TECR,-0.323316677,6.234978265,9.250847278,0.007859255,0.057348881
SCARB1,-0.416968015,5.51297257,9.24694325,0.007869757,0.057384348
IFNAR1,0.296008746,6.540180391,9.237478488,0.007895284,0.057529244
EIF3M,-0.30928352,6.239434899,9.220025132,0.007942604,0.057832616
BZW2,0.5179238,3.685296671,9.215001636,0.007956283,0.057890782
SKA2,-0.370409766,5.38111505,9.186548717,0.008034273,0.058416455
ABHD16A,0.353812434,5.043351274,9.178196484,0.008057331,0.058542264
CXCL1,0.841239853,3.42974152,9.174556358,0.008067404,0.058573614
TACC1,-0.293703046,6.749989431,9.168365617,0.008084568,0.058656367
C9orf85,-0.622014734,3.227052716,9.166175527,0.00809065,0.058658656
PLEKHM2,0.294115276,6.385809705,9.162731738,0.008100224,0.058686242
RERE,-0.39500133,4.963734191,9.154483795,0.008123208,0.058769038
CATSPER1,0.658682097,3.331903759,9.156241991,0.008118302,0.058769038
AGFG1,-0.377331227,5.116689454,9.149242616,0.008137851,0.058833133
SLC8A1,-0.434796744,4.748901114,9.135672363,0.008175904,0.059027108
EFCAB11,-0.900084369,2.65331769,9.135536119,0.008176287,0.059027108
NRAS,0.34050716,5.883836919,9.131832239,0.00818671,0.059060432
VCAN,-1.631073626,1.605294817,9.118685475,0.008223825,0.059286141
NDUFAF7,-0.945456634,2.231397326,9.110002732,0.008248442,0.059421499
PPP2R2A,0.396810164,4.501348793,9.103924192,0.008265727,0.059503872
PDCD4,-0.339180184,5.384901991,9.09990297,0.008277183,0.059544208
FAM91A1,-0.289471677,6.506281173,9.09749745,0.008284046,0.059551458
PSTPIP1,-0.322739331,5.495379646,9.090971938,0.008302694,0.059614482
AKTIP,0.729934207,2.727346297,9.090328804,0.008304534,0.059614482
RMDN2,-1.05226595,1.797723947,9.08582635,0.008317432,0.059622916
FAM174B,-0.832844797,2.754490322,9.086682435,0.008314978,0.059622916
NOMO1,0.880171587,2.564504295,9.081047513,0.008331146,0.05967917
TMEM242,0.502903172,3.793697308,9.074161913,0.008350952,0.059778949
CDC37,0.287213714,6.529582038,9.064606762,0.008378526,0.059934153
EGR2,0.718590901,3.234240763,9.049796638,0.008421469,0.060199004
RAP2A,-0.343346468,5.746059285,9.046435231,0.008431251,0.060226602
RBM47,-0.287903235,6.899064125,9.042203249,0.008443584,0.060268441
MLLT1,-0.478980763,3.987895493,9.040361545,0.008448958,0.060268441
PPP1CB,0.278803483,7.034498727,9.03245217,0.00847208,0.060342269
SMIM19,-0.38381676,4.979730978,9.031118501,0.008475986,0.060342269
RAN,0.275663259,7.18851221,9.030736789,0.008477104,0.060342269
BRICD5,-1.302839157,1.52303843,9.006691692,0.008547889,0.060803586
VOPP1,0.375311345,5.916019452,8.983374967,0.008617174,0.061210818
MYL6,0.256021007,10.56258193,8.984272889,0.008614494,0.061210818
DYNC1H1,0.328104474,6.123848352,8.974650117,0.008643264,0.061353298
UBE2D1,-0.330765595,5.912384434,8.94450477,0.008734102,0.061954871
DUSP23,-0.291469063,7.181385235,8.92771658,0.008785162,0.062230269
ST3GAL4,0.859653055,2.334552379,8.92840608,0.008783058,0.062230269
SORBS3,-0.325884623,5.950405626,8.919328533,0.008810801,0.062368452
LRP1,0.262307522,7.90851133,8.900944039,0.008867294,0.062695694
TOMM40,0.506904593,4.27671188,8.900274982,0.008869357,0.062695694
WDR1,0.275009531,6.908815903,8.895249958,0.008884874,0.062761766
AKIRIN2,0.295973476,6.107999048,8.893034516,0.008891725,0.062766572
MKRN1,-0.350378033,5.505873808,8.887796155,0.008907948,0.062837483
AMPD2,0.543951842,3.719137369,8.882537461,0.008924268,0.062908979
AMPD3,0.420942919,5.215167333,8.878705261,0.008936183,0.062910224
GDPD1,-0.759037967,2.817584808,8.878502319,0.008936814,0.062910224
BLVRA,-0.366290287,6.657770151,8.872819664,0.008954516,0.062991245
PRR11,-0.460425659,4.011165484,8.844809639,0.009042357,0.06356521
FUCA1,-0.300913835,10.6056254,8.841486188,0.009052845,0.063577551
MICALL1,0.817934813,2.747381885,8.840293075,0.009056613,0.063577551
MAT2A,0.3602786,6.057701192,8.830268596,0.009088346,0.063664147
RFC1,-0.359647123,4.98277438,8.832495745,0.009081285,0.063664147
SLC31A1,0.337345625,5.339602859,8.82849168,0.009093984,0.063664147
TMEM121B,-0.981414771,2.251837833,8.828765652,0.009093114,0.063664147
TRIM47,0.368302223,4.727530001,8.816168686,0.009133194,0.063894669
NCMAP-DT,1.261187077,1.403412173,8.807682889,0.009160307,0.064040302
LEPROT,0.303504316,6.481047832,8.790656064,0.009214985,0.064312909
PSMB9,-0.415666136,4.930618606,8.788864982,0.009220759,0.064312909
DHRS12,-0.547751846,3.745952009,8.790241906,0.00921632,0.064312909
AF127936.2,1.242276758,1.852895993,8.78767698,0.00922459,0.064312909
CHCHD3,0.421118029,4.426532837,8.779255062,0.009251806,0.064414353
TEF,-0.532655684,3.942354861,8.780427254,0.009248012,0.064414353
RGL1,-0.372237087,7.031711546,8.76391121,0.009301625,0.064584388
RASSF1,-0.493834052,4.387090482,8.763979897,0.009301401,0.064584388
WIPI2,-0.298592034,5.867021821,8.766090689,0.00929453,0.064584388
ERCC6,-0.638781438,3.076058711,8.766815435,0.009292172,0.064584388
FAM49A,-0.334528754,5.498027516,8.756924594,0.009324411,0.06461029
RCN3,-0.467480302,4.373798365,8.75847506,0.009319349,0.06461029
RPN2,0.277358109,7.39113492,8.758913815,0.009317917,0.06461029
GTF2I,-0.313799376,6.438920258,8.750617313,0.009345036,0.064679481
UBALD2,0.321547834,5.675510013,8.749982776,0.009347113,0.064679481
LDB1,-0.627420221,3.195193468,8.745734793,0.009361037,0.064731794
MED30,-0.511487995,3.889128084,8.733773654,0.00940037,0.064928451
DMAC2L,-0.463643,3.914408638,8.731244772,0.00940871,0.064928451
AL132709.8,-0.657975006,3.23982037,8.729719301,0.009413745,0.064928451
RASSF2,0.377661694,5.654243455,8.729336553,0.009415008,0.064928451
IRF7,-0.571931778,3.484843879,8.723197142,0.009435306,0.065024345
SRPRB,0.43106423,4.689158777,8.712733549,0.009470015,0.065146517
LMBRD1,-0.29525779,6.077360683,8.712062196,0.009472247,0.065146517
SLC24A4,-0.911249921,2.241641153,8.712225207,0.009471705,0.065146517
CFAP61,1.169652137,1.827592305,8.70876066,0.009483232,0.065177997
TMEM129,0.442916993,4.048775667,8.698659184,0.009516932,0.065365448
UCK2,1.056564066,2.048316484,8.670951867,0.009610069,0.065916133
RPS27L,0.243280181,9.169813733,8.671435292,0.009608435,0.065916133
RSBN1,-0.44187104,4.039256274,8.665006239,0.009630191,0.06599111
ANP32A,-0.298833242,6.862659242,8.663889421,0.009633975,0.06599111
CST7,1.424540614,2.209603854,8.660284264,0.009646205,0.066030415
LMO2,-0.313283513,5.639370751,8.655312346,0.0096631,0.066101582
CCDC124,0.313104227,5.860649891,8.650337659,0.009680038,0.066172948
ZNF566,-1.053848402,1.855364103,8.644491044,0.009699988,0.066264795
CNIH4,0.381878305,4.688358772,8.636742565,0.0097265,0.066401316
SLC50A1,-0.416711692,4.364886572,8.617353979,0.009793203,0.066811843
ATP6V1A,0.310849403,7.285471134,8.597603999,0.009861685,0.067233956
NCOA1,-0.386756946,4.631330509,8.593362625,0.009876463,0.067289607
MICAL2,0.61774663,3.974363086,8.584932136,0.009905912,0.067445072
VAT1,0.265641364,7.677833756,8.570884243,0.009955206,0.067690078
PNPO,-0.32227776,5.490541836,8.572722469,0.00994874,0.067690078
TP53TG1,-0.340460491,5.477820735,8.559531531,0.009995247,0.067916937
PTPN1,0.371319681,4.945355559,8.555432463,0.01000975,0.067970076
SAMD9,-0.51305515,4.120033893,8.550366501,0.010027706,0.068046584
GUSB,0.430420585,5.105157448,8.542466893,0.01005578,0.068191598
SPRED2,0.747113873,3.562808899,8.537473817,0.010073571,0.068221282
IL13RA1,0.311344898,6.414362442,8.537756626,0.010072562,0.068221282
TMEM63A,0.492477826,3.95582084,8.519459707,0.010138056,0.068612314
SFXN2,-0.786773453,2.551468968,8.516280781,0.010149485,0.068618307
SOCS3,1.096318007,1.897950702,8.515461195,0.010152433,0.068618307
ATP5IF1,-0.296654572,7.886359252,8.500166164,0.010207644,0.068924848
DNASE2B,1.282415493,1.471666895,8.495407383,0.010224891,0.068924848
DUT,-0.334973517,6.109894281,8.495412461,0.010224873,0.068924848
SPATA33,0.749725603,2.752537513,8.49714525,0.010218589,0.068924848
DALRD3,0.758370064,2.76992243,8.491616858,0.010238654,0.06897191
IAH1,0.31776307,5.679197567,8.487203286,0.010254704,0.069034316
NCK1-DT,-0.390927606,4.92781325,8.474923836,0.010299512,0.069290102
STXBP1,1.075236908,1.619721888,8.470475723,0.010315798,0.069353798
HIF1AN,0.426040287,4.122915817,8.465335764,0.010334654,0.069415803
SLC38A5,1.730192837,0.723615445,8.464242646,0.010338669,0.069415803
TMEM127,0.302395325,5.890744179,8.461114995,0.010350167,0.069447163
RASA4,-0.504747301,4.07343281,8.450130142,0.010390666,0.069672943
C4orf48,-0.322376934,5.389111787,8.441057392,0.010424252,0.069852101
AL157938.3,2.022144907,0.667942686,8.428459973,0.010471091,0.070119773
RAP2B,-0.25621289,8.211896181,8.416918613,0.010514214,0.070312583
HSPA1B,0.481698108,3.771277295,8.415208619,0.010520621,0.070312583
PAFAH1B3,0.869672914,2.328491406,8.418094509,0.010509811,0.070312583
NADK,-0.29778842,5.997819937,8.401496193,0.010572155,0.070506829
VAMP4,-0.36205418,4.707286286,8.398275905,0.0105843,0.070506829
IFT88,0.781322358,2.596341538,8.398264625,0.010584342,0.070506829
BSG,0.273441956,7.216801065,8.400132156,0.010577297,0.070506829
PGK1,0.277272458,8.059776809,8.399876269,0.010578262,0.070506829
C9orf116,1.571168361,1.210914566,8.394054697,0.010600243,0.070566537
KCNMB4,-1.284164801,2.256811795,8.387066294,0.010626697,0.070696381
MYL9,1.349473223,2.25048595,8.378419477,0.010659535,0.070868487
P2RY6,-0.304022393,5.982093576,8.375038431,0.010672406,0.070907716
PTTG1IP,0.290492392,6.039181212,8.370930303,0.010688069,0.07096543
PTGS2,-0.88689439,2.958897482,8.36570584,0.010708026,0.071051561
TNFRSF11A,-0.390808823,5.040133688,8.351693288,0.010761764,0.07136158
MICU2,0.397609765,4.684017013,8.34983769,0.010768903,0.0713624
RWDD4,0.358510932,4.988738069,8.341838406,0.010799742,0.071520164
RMDN1,0.395380024,4.554516808,8.322285539,0.010875546,0.071695431
SUGT1,-0.352187955,5.292758274,8.326402011,0.010859536,0.071695431
IFI27,-1.415438822,1.615244205,8.327923328,0.010853626,0.071695431
AC009107.2,0.455281409,4.339772553,8.323897704,0.010869273,0.071695431
ZCCHC2,0.441714711,4.054099085,8.323963466,0.010869017,0.071695431
PLPPR2,-0.678517893,3.166580832,8.324179642,0.010868176,0.071695431
CPAMD8,-1.113732572,1.761232873,8.329431268,0.010847772,0.071695431
PGAM5,0.620243672,3.289456931,8.320365491,0.010883022,0.071698251
MRPS14,0.376881592,4.927704973,8.305924653,0.010939441,0.0720233
PPFIBP1,0.816979221,2.529410614,8.301521771,0.01095671,0.072090329
CENPE,-0.57831097,3.52510384,8.29618681,0.010977675,0.072181583
RIDA,-0.49629367,3.84954528,8.285365677,0.011020341,0.072321875
APAF1,-0.412897179,4.492701296,8.288277853,0.01100884,0.072321875
AKAP10,-0.39186782,4.597659558,8.286939509,0.011014124,0.072321875
RBM8A,0.289152827,5.974204032,8.281817784,0.011034371,0.072362669
SLCO4A1,1.625842827,0.843654516,8.280197492,0.011040785,0.072362669
ACOX2,1.340182873,1.543411084,8.267260347,0.011092151,0.072548754
GLCCI1,-0.585883263,3.214259872,8.266845662,0.011093802,0.072548754
CBWD1,0.470182758,3.877819636,8.265865351,0.011097706,0.072548754
FNBP1,-0.264631225,6.999889786,8.266885394,0.011093643,0.072548754
AL162253.2,-0.76748378,2.519011489,8.262391762,0.011111552,0.072592615
FAM49B,0.330728749,7.759245149,8.252386071,0.011151545,0.072807135
SPR,0.577551252,3.283497103,8.241666765,0.011194573,0.072947599
BRF1,-0.712807832,2.900365226,8.244580146,0.01118286,0.072947599
ZNF267,0.420079924,4.877683467,8.241729126,0.011194323,0.072947599
ADPRH,0.543810028,3.997545927,8.237358394,0.011211921,0.073013868
OGFRL1,-0.267119681,6.892540081,8.234720325,0.011222558,0.073036381
MBP,0.306562805,6.44865584,8.231827031,0.011234238,0.073065645
AATBC,-1.132470204,1.821948852,8.229759831,0.011242591,0.073073252
FCHSD2,-0.363252505,5.282180049,8.224875424,0.011262357,0.073154978
RAD21,-0.292738167,6.312500281,8.21863992,0.011287648,0.073272465
TPK1,-0.555482456,3.91873286,8.216213704,0.011297506,0.073289687
SH3BP5,0.418927853,4.947570406,8.213583093,0.011308206,0.073312343
KMT2A,-0.357757865,4.669412678,8.207802313,0.011331759,0.073418248
PSMD14,0.297368017,5.757387563,8.20220717,0.011354609,0.073519466
DOCK8,0.376134365,5.080774928,8.174158815,0.011469952,0.074219054
GM2A,0.266454243,7.940026909,8.169545387,0.011489052,0.074295381
IP6K2,-0.463797415,4.200239591,8.16229463,0.011519143,0.074442646
TTC39B,1.048026199,1.986582437,8.160226537,0.011527743,0.074450919
STIP1,0.390977862,4.843690646,8.141704396,0.011605087,0.074902884
ARID5A,-0.36962038,4.844413915,8.134452612,0.01163553,0.07500419
GAPDH,0.223209474,10.96991762,8.135147407,0.011632609,0.07500419
APEX1,-0.316907661,5.893425499,8.1259088,0.011671514,0.0751885
PAPSS1,0.309070001,6.880054619,8.117654197,0.011706401,0.075307677
SP1,-0.406572991,4.872366425,8.11465092,0.011719123,0.075307677
HDAC5,-0.343454086,4.872772269,8.117986438,0.011704994,0.075307677
B3GNT8,0.654119308,2.934068476,8.11453193,0.011719628,0.075307677
MYO19,0.653953431,3.070817752,8.111723127,0.011731541,0.075336639
NDST2,-0.447937751,4.894690239,8.101074301,0.011776833,0.075579779
MZT2B,-0.26128678,7.166973194,8.091002174,0.011819857,0.075712584
HIST1H1C,-0.563901754,3.677775531,8.091868528,0.011816149,0.075712584
SEC61G,0.258876176,7.971829653,8.093486551,0.011809228,0.075712584
SMG7,-0.392091312,4.602600156,8.082291421,0.01185721,0.07581404
EIF4A1,0.262412491,8.711053543,8.082094603,0.011858055,0.07581404
MCM3AP,-0.382616146,4.506942416,8.082601219,0.011855879,0.07581404
GALNS,0.44337004,3.919210138,8.077630052,0.011877254,0.075889085
PNP,0.491250555,4.150227681,8.075290359,0.011887329,0.075905781
ZEB2,-0.25436469,8.133291445,8.072709103,0.011898456,0.075929166
NCF2,0.313111347,6.865951988,8.069149637,0.011913819,0.075979539
ACOT11,0.366733568,4.708783781,8.066112883,0.011926944,0.076015583
CCDC71L,0.45440145,3.87194415,8.062596669,0.011942161,0.07604206
CD37,-0.292616329,7.341369921,8.061699183,0.011946049,0.07604206
AC083973.1,-1.183436941,1.919310749,8.048003773,0.012005555,0.076373048
EXOSC5,0.692843165,2.861125369,8.040637579,0.012037701,0.076529681
FAM168A,-0.468767522,3.961446158,8.03744859,0.012051648,0.076570493
CMTM6,-0.262818507,7.666160852,8.034518433,0.012064479,0.076604169
HECTD2,-0.766753869,3.216153253,8.02684507,0.012098155,0.076770076
KCTD12,-0.267004228,8.538754334,8.023015398,0.012115002,0.076829055
LDHB,-0.288615517,6.887853213,8.011626617,0.012165262,0.077084029
DAD1,0.306512849,7.23436872,8.010473361,0.012170365,0.077084029
UBA6,0.385350708,4.94706556,7.998297446,0.012224388,0.077378016
RNF141,-0.321026093,5.369529341,7.994640334,0.012240667,0.077396108
C3AR1,0.270710516,7.455173357,7.992530098,0.012250072,0.077396108
ASIC1,0.691157698,3.14862232,7.992623988,0.012249654,0.077396108
CAP1,0.286482011,8.510605227,7.986041979,0.01227904,0.077440737
RIOX2,0.785581269,2.667100293,7.984176507,0.012287384,0.077440737
HYOU1,0.393324663,4.911387707,7.98319698,0.012291767,0.077440737
KIAA0586,-0.747062121,2.696678379,7.982429841,0.012295202,0.077440737
MAP1S,0.433141517,4.542315551,7.985061063,0.012283427,0.077440737
RCOR3,-0.404111442,4.239682646,7.972406122,0.012340177,0.077627878
HK1,0.352834525,5.186573124,7.972608455,0.012339267,0.077627878
RABGAP1L,-0.433164902,4.160911368,7.967330051,0.012363024,0.077723536
CCDC85B,-0.450162706,6.23752072,7.956627631,0.012411354,0.077970666
UBE2N,0.287965331,5.725014396,7.955233855,0.012417664,0.077970666
POLL,-0.500527773,3.660235344,7.949845817,0.012442091,0.07807585
ATP1B1,-0.270861774,6.525968163,7.946706941,0.012456347,0.078117115
ZNF76,-0.585479811,3.353342616,7.932606441,0.012520617,0.078471791
SRGAP2B,-0.490926442,3.947896027,7.9199395,0.012578676,0.078593546
TRIM56,0.317766471,5.250425955,7.921791964,0.012570166,0.078593546
TRPS1,-0.302615394,5.683343847,7.920939962,0.012574079,0.078593546
SURF4,0.313288056,5.902921015,7.920168546,0.012577624,0.078593546
HEXD,-0.548370896,3.337629089,7.923224708,0.012563589,0.078593546
PMPCB,-0.386319985,4.592590597,7.916981464,0.012592279,0.078630238
PPP1R21,-0.386517089,4.753791292,7.914207641,0.012605049,0.078661693
MRPL38,0.388097847,4.473981687,7.906843847,0.012639024,0.078825352
OGA,-0.368474462,5.083153808,7.903682287,0.012653642,0.078868168
IER3,-0.26687038,7.808170007,7.893063404,0.012702884,0.079126601
LINC01827,1.282103289,2.061099082,7.890269745,0.012715876,0.079159049
PTPRE,0.327489374,6.670462086,7.88763331,0.012728149,0.079186995
CEP350,-0.348036226,5.189116012,7.868051572,0.012819737,0.079708047
AC078850.1,1.002872893,2.308503214,7.860981315,0.012852991,0.079865988
RAB31,0.257670155,8.402070876,7.855320163,0.012879688,0.079983021
NBEAL2,-0.641402528,2.928477539,7.85077097,0.012901188,0.080067651
RPAP3,-0.513300679,3.612924948,7.82899311,0.013004679,0.080660727
HPS3,-0.361333799,5.318159648,7.823585299,0.013030524,0.080771781
SIGMAR1,-0.41094115,4.184032853,7.821765499,0.013039235,0.080776551
GLRX2,0.421735232,4.548705472,7.819499797,0.013050089,0.080794586
GASK1B,-0.293088052,7.521781006,7.813201391,0.013080317,0.08093247
RSRP1,-0.282090935,5.982848817,7.807321842,0.013108606,0.081015724
USF3,-0.428808848,4.117547188,7.806569581,0.013112231,0.081015724
TKFC,0.645654599,2.888447068,7.805442027,0.013117666,0.081015724
DEPTOR,-0.572328881,3.214729488,7.795157382,0.013167358,0.081231961
TLN1,0.279734958,6.829226399,7.794890721,0.01316865,0.081231961
