TableS3 predicted macrophage cis-regulatory elements ,,,,,,,,,
seqnames,start,end,width,strand,score,gene,peak,zscore,pvalue
chr20,13231445,13638940,407496,*,0.051267366,TASP1,chr20-13231136-13231753,2.364969371,0.009015781
chr20,13251720,13638940,387221,*,0.08782399,TASP1,chr20-13251459-13251980,3.431305597,0.000300342
chr20,13432315,13638940,206626,*,0.057142833,TASP1,chr20-13432198-13432432,2.350563166,0.009372513
chr20,13525424,13638940,113517,*,0.050307426,TASP1,chr20-13525304-13525543,2.721969315,0.003244708
chr20,13638940,13858679,219740,*,0.052203666,TASP1,chr20-13858565-13858792,2.559640455,0.005239025
chr20,13638940,13863446,224507,*,0.073092935,TASP1,chr20-13863282-13863610,3.083393196,0.001023273
chr20,13784886,13863446,78561,*,0.065617452,ESF1,chr20-13863282-13863610,4.447141792,4.35E-06
chr20,13858679,13996443,137765,*,0.052953552,SEL1L2,chr20-13858565-13858792,3.922239992,4.39E-05
chr20,13995369,13995769,401,*,0.094481301,MACROD2,chr20-13995023-13996514,6.977246673,1.51E-12
chr20,16533623,16573434,39812,*,0.062565299,KIF16B,chr20-16533273-16533972,4.012314736,3.01E-05
chr20,16553012,16566353,13342,*,0.070042205,AL049794.1,chr20-16566196-16566510,5.807172034,3.18E-09
chr20,16606843,16729961,123119,*,0.058012366,SNRPB2,chr20-16606765-16606921,4.518256931,3.12E-06
chr20,17569220,17635993,66774,*,0.05792851,BFSP1,chr20-17635858-17636127,4.512758044,3.20E-06
chr20,17569220,17790398,221179,*,0.054441476,BFSP1,chr20-17790302-17790493,5.668332943,7.21E-09
chr20,19014747,19212646,197900,*,0.115561903,SLC24A3,chr20-19014667-19014826,5.332374309,4.85E-08
chr20,19076389,19212646,136258,*,0.074116948,SLC24A3,chr20-19076323-19076454,3.159090939,0.00079131
chr20,19099172,19212646,113475,*,0.071008139,SLC24A3,chr20-19098894-19099450,2.906868789,0.001825331
chr20,19212646,19252960,40315,*,0.083347695,SLC24A3,chr20-19252450-19253470,3.408525001,0.000326575
chr20,19212646,19268633,55988,*,0.077853934,SLC24A3,chr20-19268503-19268763,2.89311349,0.001907217
chr20,19212646,19308177,95532,*,0.130383177,SLC24A3,chr20-19307857-19308496,5.825830902,2.84E-09
chr20,19212646,19314917,102272,*,0.052092527,SLC24A3,chr20-19314806-19315027,1.902293705,0.028566384
chr20,19212646,19317408,104763,*,0.09362525,SLC24A3,chr20-19317302-19317514,4.054113985,2.52E-05
chr20,19212646,19566296,353651,*,0.072643998,SLC24A3,chr20-19565754-19566838,3.084765635,0.001018563
chr20,19212646,19620957,408312,*,0.064661315,SLC24A3,chr20-19620387-19621526,2.906849835,0.001825442
chr20,19456803,19886521,429719,*,-0.061459725,RIN2,chr20-19456367-19457239,-3.287030842,0.000506249
chr20,19566296,19886521,320226,*,-0.083787217,RIN2,chr20-19565754-19566838,-4.388685217,5.70E-06
chr20,19758782,19886521,127740,*,0.067485973,RIN2,chr20-19757439-19760124,4.654826792,1.62E-06
chr20,19886521,20327998,441478,*,-0.063151905,RIN2,chr20-20327571-20328424,-2.983474926,0.001424977
chr20,19928513,20368121,439609,*,0.068041386,INSM1,chr20-19928384-19928642,2.505779498,0.006109089
chr20,19981255,20368121,386867,*,0.062585828,INSM1,chr20-19981159-19981350,2.259675914,0.011920686
chr20,20052514,20290647,238134,*,0.059414238,CFAP61,chr20-20290590-20290704,4.086255578,2.19E-05
chr20,20052514,20491421,438908,*,0.051701043,CFAP61,chr20-20491222-20491619,3.432510197,0.000299011
chr20,20076450,20368121,291672,*,0.070986452,INSM1,chr20-20076246-20076653,2.532722991,0.005659018
chr20,20165642,20368121,202480,*,0.072012499,INSM1,chr20-20165535-20165749,2.415328864,0.007860504
chr20,20211517,20368121,156605,*,0.051796647,INSM1,chr20-20211382-20211652,2.13632126,0.016326619
chr20,20267981,20368121,100141,*,0.051479095,INSM1,chr20-20267410-20268551,2.672441825,0.003765071
chr20,20290647,20368121,77475,*,0.06432288,INSM1,chr20-20290590-20290704,2.348911595,0.009414188
chr20,20368121,20376200,8080,*,0.059963422,INSM1,chr20-20376089-20376310,2.448512462,0.007172373
chr20,20368121,20491421,123301,*,0.080257205,INSM1,chr20-20491222-20491619,3.572731762,0.000176638
chr20,20368121,20639220,271100,*,0.05257331,INSM1,chr20-20639026-20639414,2.886200114,0.001949621
chr20,20368121,20769501,401381,*,0.060199415,INSM1,chr20-20769417-20769584,2.347309334,0.009454774
chr20,22686305,23086340,400036,*,0.050765106,CD93,chr20-22686186-22686423,2.380319605,0.008648814
chr20,22851929,23132621,280693,*,0.05082278,LINC00656,chr20-22851678-22852179,2.994059537,0.001376461
chr20,22971250,23049741,78492,*,0.052156046,THBD,chr20-22971143-22971356,3.393593938,0.000344909
chr20,22997266,23132621,135356,*,0.129122425,LINC00656,chr20-22997195-22997336,8.1362763,2.04E-16
chr20,23049741,23050086,346,*,0.076363533,THBD,chr20-23048539-23051633,3.391516886,0.000347534
chr20,23049741,23152571,102831,*,0.051563308,THBD,chr20-23152347-23152795,2.377139795,0.008723737
chr20,23049741,23258743,209003,*,0.053875846,THBD,chr20-23258105-23259381,2.752906399,0.002953439
chr20,23060065,23350736,290672,*,0.050789279,NXT1,chr20-23059919-23060211,3.782653587,7.76E-05
chr20,23080681,23132621,51941,*,0.062883014,LINC00656,chr20-23080620-23080742,4.903539844,4.71E-07
chr20,23086034,23086340,307,*,0.075124613,CD93,chr20-23085442-23086626,2.633091856,0.004230573
chr20,23086034,23350736,264703,*,0.07284821,NXT1,chr20-23085442-23086626,4.727379539,1.14E-06
chr20,23086340,23116418,30079,*,0.0629617,CD93,chr20-23115766-23117070,2.417474853,0.007814307
chr20,23086340,23121580,35241,*,0.067828979,CD93,chr20-23121490-23121669,3.805954571,7.06E-05
chr20,23086340,23152571,66232,*,0.082850963,CD93,chr20-23152347-23152795,3.271527924,0.00053484
chr20,23086340,23155410,69071,*,0.055329244,CD93,chr20-23155232-23155587,2.162293418,0.015297783
chr20,23086340,23248673,162334,*,0.059648882,CD93,chr20-23248461-23248885,2.174434466,0.014836261
chr20,23086340,23258743,172404,*,0.090948479,CD93,chr20-23258105-23259381,3.217127475,0.000647405
chr20,23086340,23350669,264330,*,0.070893364,CD93,chr20-23349760-23351578,2.153389118,0.015644055
chr20,23086340,23408062,321723,*,-0.065163657,CD93,chr20-23407748-23408375,-2.878760576,0.001996207
chr20,23086340,23459936,373597,*,0.060033456,CD93,chr20-23459505-23460366,1.719632802,0.042749605
chr20,23187012,23358116,171105,*,0.072566628,LINC01431,chr20-23186923-23187101,4.748072632,1.03E-06
chr20,23358116,23769660,411545,*,0.075273471,LINC01431,chr20-23769587-23769733,4.348514801,6.85E-06
chr20,23408062,23638473,230412,*,-0.073513163,CST3,chr20-23407748-23408375,-2.462651945,0.006895686
chr20,23513201,23638473,125273,*,-0.056087333,CST3,chr20-23512873-23513528,-2.170920006,0.01496861
chr20,23610145,23638473,28329,*,-0.050093431,CST3,chr20-23610061-23610228,-2.43834606,0.007377321
chr20,23638473,23693335,54863,*,-0.059379487,CST3,chr20-23692893-23693777,-2.267803404,0.011670596
chr20,23638473,23832174,193702,*,-0.068790727,CST3,chr20-23831764-23832584,-2.180664257,0.014604129
chr20,23638473,23833095,194623,*,-0.065214336,CST3,chr20-23832812-23833377,-2.527028925,0.005751601
chr20,24325280,24469199,143920,*,0.053276901,SYNDIG1,chr20-24325092-24325467,3.335712757,0.000425405
chr20,24469199,24782977,313779,*,0.059509761,SYNDIG1,chr20-24782895-24783058,4.163062717,1.57E-05
chr20,25179087,25585517,406431,*,0.053786909,NINL,chr20-25178707-25179466,1.779865223,0.03754901
chr20,25223378,25585517,362140,*,0.051769721,NINL,chr20-25223195-25223561,1.765293495,0.038757226
chr20,25238040,25407727,169688,*,0.074342911,GINS1,chr20-25237478-25238601,3.793930878,7.41E-05
chr20,25253991,25585517,331527,*,0.072406802,NINL,chr20-25253727-25254255,3.323540823,0.000444412
chr20,25255133,25624175,369043,*,0.062483597,NANP,chr20-25255083-25255183,4.720403666,1.18E-06
chr20,25255549,25390983,135435,*,-0.052469094,ABHD12,chr20-25255452-25255645,-2.596937225,0.004702956
chr20,25381170,25407727,26558,*,0.054510224,GINS1,chr20-25381067-25381272,3.568274842,0.00017967
chr20,25407727,25407782,56,*,0.070061447,GINS1,chr20-25407116-25408448,3.936788646,4.13E-05
chr20,25407727,25552801,145075,*,0.050179161,GINS1,chr20-25552705-25552896,3.618606731,0.000148097
chr20,25419043,25585517,166475,*,0.11042163,NINL,chr20-25418787-25419298,4.449168695,4.31E-06
chr20,25460267,25585517,125251,*,0.068161027,NINL,chr20-25460093-25460440,3.200122262,0.000686847
chr20,25483980,25585517,101538,*,0.0754636,NINL,chr20-25483404-25484555,2.615658459,0.004452779
chr20,25526197,25585517,59321,*,0.056679072,NINL,chr20-25525868-25526526,2.021691002,0.021604142
chr20,25543305,25585517,42213,*,0.060781636,NINL,chr20-25543254-25543356,2.423003405,0.007696391
chr20,25552801,25868225,315425,*,0.074315189,FAM182B,chr20-25552705-25552896,6.335715574,1.18E-10
chr20,25585269,25585517,249,*,0.058897824,NINL,chr20-25584711-25585826,2.934476282,0.001670555
chr20,30284028,30288479,4452,*,0.108361204,LINC01597,chr20-30283554-30284502,8.228817515,9.45E-17
chr20,31514428,31514576,149,*,0.055989043,HM13,chr20-31514057-31515094,2.455301443,0.007038325
chr20,31514428,31515846,1419,*,0.07049011,HM13,chr20-31515631-31516061,3.786578209,7.64E-05
chr20,31514428,31521521,7094,*,0.057285753,HM13,chr20-31521338-31521704,2.694732772,0.003522255
chr20,31514428,31523484,9057,*,0.058796726,HM13,chr20-31522599-31524368,3.073773032,0.001056851
chr20,31514428,31542263,27836,*,0.064872464,HM13,chr20-31541876-31542649,3.006884039,0.001319702
chr20,31514428,31560584,46157,*,0.074048172,HM13,chr20-31559850-31561317,3.500130389,0.000232515
chr20,31514428,31573121,58694,*,0.05159064,HM13,chr20-31572486-31573755,2.355761142,0.0092424
chr20,31514428,31810588,296161,*,0.053793774,HM13,chr20-31810289-31810886,2.414309276,0.007882537
chr20,31523484,31739271,215788,*,0.119743889,TPX2,chr20-31522599-31524368,4.27721508,9.46E-06
chr20,31569712,31739271,169560,*,0.061467071,TPX2,chr20-31569643-31569780,2.223049507,0.013106231
chr20,31573121,31739271,166151,*,0.150583345,TPX2,chr20-31572486-31573755,3.288345713,0.00050389
chr20,31596280,31870702,274423,*,0.056102461,TTLL9,chr20-31595981-31596578,3.272758737,0.000532517
chr20,31605137,31605283,147,*,0.064848456,ID1,chr20-31603996-31606278,4.273334277,9.63E-06
chr20,31605137,31739271,134135,*,0.127841647,TPX2,chr20-31603996-31606278,2.823456951,0.00237544
chr20,31605283,31962478,357196,*,0.065272934,ID1,chr20-31962331-31962624,4.217406113,1.24E-05
chr20,31675157,31739271,64115,*,0.071157394,TPX2,chr20-31674653-31675660,1.787522437,0.036926545
chr20,31696405,31723989,27585,*,0.062544247,BCL2L1,chr20-31696127-31696682,3.537333182,0.000202095
chr20,31699374,31739271,39898,*,0.076573292,TPX2,chr20-31699020-31699728,2.151624611,0.015713466
chr20,31723989,32034977,310989,*,-0.051003422,BCL2L1,chr20-32034475-32035478,-3.032157586,0.001214062
chr20,31723989,32040596,316608,*,-0.052861559,BCL2L1,chr20-32040100-32041091,-3.287022214,0.000506264
chr20,31727690,32052188,324499,*,-0.053356626,HCK,chr20-31727496-31727884,-2.65069791,0.004016283
chr20,31739142,31739271,130,*,0.079081179,TPX2,chr20-31738351-31739932,2.473099858,0.006697336
chr20,31739271,31740451,1181,*,0.058555049,TPX2,chr20-31740379-31740523,3.478855726,0.00025178
chr20,31739271,31833583,94313,*,0.06120352,TPX2,chr20-31833507-31833658,1.929449026,0.026837571
chr20,31739271,31836117,96847,*,0.096337609,TPX2,chr20-31835626-31836608,1.986845373,0.023469767
chr20,31739271,31879840,140570,*,0.080249799,TPX2,chr20-31879259-31880420,1.738629342,0.041049991
chr20,31739271,32033946,294676,*,0.054429942,TPX2,chr20-32033873-32034018,2.770055953,0.002802333
chr20,31739271,32040596,301326,*,0.098757805,TPX2,chr20-32040100-32041091,2.566122599,0.005142124
chr20,31739271,32052156,312886,*,0.09616211,TPX2,chr20-32051094-32053218,1.764931932,0.038787603
chr20,31739271,32063002,323732,*,0.101703463,TPX2,chr20-32062472-32063531,2.644785222,0.004087139
chr20,31739271,32069095,329825,*,0.087066772,TPX2,chr20-32068760-32069430,2.923584321,0.001730132
chr20,31739271,32113091,373821,*,0.072986079,TPX2,chr20-32112764-32113417,2.524748654,0.005789053
chr20,31739271,32155358,416088,*,0.11328382,TPX2,chr20-32154765-32155951,2.738400781,0.003086939
chr20,32034977,32052188,17212,*,0.056822074,HCK,chr20-32034475-32035478,3.369715978,0.000376228
chr20,32052156,32052188,33,*,0.072152163,HCK,chr20-32051094-32053218,4.620734806,1.91E-06
chr20,32052188,32341255,289068,*,-0.064661051,HCK,chr20-32341117-32341392,-3.090006985,0.001000759
chr20,32277900,32762385,484486,*,0.065345798,DNMT3B,chr20-32277165-32278634,2.662877081,0.003873785
chr20,32412698,32762385,349688,*,0.054993675,DNMT3B,chr20-32412230-32413165,2.995432203,0.001370281
chr20,32605251,32762385,157135,*,0.050917097,DNMT3B,chr20-32604883-32605619,2.118561798,0.017063759
chr20,32647820,32762385,114566,*,0.066952062,DNMT3B,chr20-32647631-32648008,3.701214088,0.000107285
chr20,32762385,32762858,474,*,0.06231154,DNMT3B,chr20-32761835-32763881,2.184803981,0.014451611
chr20,32858923,33049646,190724,*,0.052958098,EFCAB8,chr20-33049596-33049696,4.504760639,3.32E-06
chr20,33255409,33666498,411090,*,0.0549838,ACTL10,chr20-33255112-33255705,3.870334203,5.43E-05
chr20,33288040,33666498,378459,*,0.068464077,ACTL10,chr20-33287852-33288227,5.559513707,1.35E-08
chr20,33348463,33401561,53099,*,0.05333814,CDK5RAP1,chr20-33348328-33348598,4.119933277,1.89E-05
chr20,33416180,33686404,270225,*,0.053623307,E2F1,chr20-33416080-33416279,4.018151576,2.93E-05
chr20,33432024,33666498,234475,*,0.10804938,ACTL10,chr20-33431928-33432120,9.513303438,9.24E-22
chr20,33432024,33674463,242440,*,0.053481819,NECAB3,chr20-33431928-33432120,4.042280855,2.65E-05
chr20,33674463,33846725,172263,*,0.063719347,NECAB3,chr20-33846598-33846852,4.734833122,1.10E-06
chr20,33686087,33686404,318,*,0.089438652,E2F1,chr20-33685281-33686893,4.238758099,1.12E-05
chr20,33686404,33690340,3937,*,0.055958249,E2F1,chr20-33690160-33690519,3.768630106,8.21E-05
chr20,33945866,34363235,417370,*,0.050118015,ITCH,chr20-33945739-33945993,3.201614661,0.000683298
chr20,34516409,34709448,193040,*,0.053374056,DYNLRB1,chr20-34708684-34710211,2.429460959,0.007560647
chr20,34733578,34872146,138569,*,0.070448208,ACSS2,chr20-34733281-34733875,3.333421695,0.000428924
chr20,34872146,34874973,2828,*,0.101168483,ACSS2,chr20-34874890-34875056,5.393142567,3.46E-08
chr20,34872146,34938604,66459,*,0.053663255,ACSS2,chr20-34938213-34938995,2.331712354,0.009857914
chr20,34872146,34940135,67990,*,0.050364137,ACSS2,chr20-34939901-34940369,2.094162856,0.018122738
chr20,34872146,35200520,328375,*,0.055647547,ACSS2,chr20-35200264-35200775,2.711996376,0.003343966
chr20,34872146,35238387,366242,*,0.067518,ACSS2,chr20-35238226-35238548,3.158981726,0.000791607
chr20,34872146,35250714,378569,*,0.063410287,ACSS2,chr20-35250496-35250931,2.832126728,0.002311976
chr20,34872146,35318065,445920,*,0.051974855,ACSS2,chr20-35317868-35318262,2.235924197,0.012678368
chr20,34872146,35337756,465611,*,0.058548549,ACSS2,chr20-35337662-35337849,2.694504958,0.003524664
chr20,34872146,35347197,475052,*,0.067559994,ACSS2,chr20-35347105-35347289,3.196180043,0.000696301
chr20,34872860,35238387,365528,*,0.057350617,GGT7,chr20-35238226-35238548,4.175028986,1.49E-05
chr20,34975403,34985425,10023,*,0.065694002,MYH7B,chr20-34985105-34985744,4.631153855,1.82E-06
chr20,35200520,35284985,84466,*,0.050594864,EIF6,chr20-35200264-35200775,3.288508179,0.000503599
chr20,35226654,35577030,350377,*,0.054856422,MMP24,chr20-35576937-35577123,4.575249044,2.38E-06
chr20,35429165,35615892,186728,*,0.058937493,SPAG4,chr20-35428817-35429512,5.736869108,4.82E-09
chr20,35607567,36091504,483938,*,0.144354065,EPB41L1,chr20-35607447-35607686,5.155011876,1.27E-07
chr20,35615892,36017474,401583,*,0.107787789,SPAG4,chr20-36017056-36017891,9.970564954,1.03E-23
chr20,35629647,36091504,461858,*,0.102141035,EPB41L1,chr20-35629534-35629759,2.089323305,0.018339315
chr20,35742312,35887785,145474,*,0.054461987,RBM39,chr20-35887496-35888073,2.697542008,0.003492674
chr20,35742312,36004222,261911,*,0.061443841,RBM39,chr20-36003881-36004563,3.094677114,0.000985136
chr20,35742312,36128524,386213,*,0.051347389,RBM39,chr20-36128195-36128853,2.449861489,0.007145559
chr20,35978157,36091504,113348,*,0.100904768,EPB41L1,chr20-35977741-35978573,1.874063971,0.030460804
chr20,36004222,36050960,46739,*,0.061288409,NORAD,chr20-36003881-36004563,3.519433076,0.000216235
chr20,36004222,36091504,87283,*,0.245839016,EPB41L1,chr20-36003881-36004563,5.535714773,1.55E-08
chr20,36004222,36236459,232238,*,0.053950089,AAR2,chr20-36003881-36004563,3.403111245,0.000333116
chr20,36004222,36306336,302115,*,0.054436285,DLGAP4,chr20-36003881-36004563,2.521096084,0.005849495
chr20,36050960,36054455,3496,*,0.05316735,NORAD,chr20-36054380-36054529,2.976537286,0.001457618
chr20,36050960,36085658,34699,*,0.060978623,NORAD,chr20-36085105-36086211,3.187131086,0.000718458
chr20,36050960,36128524,77565,*,0.064951496,NORAD,chr20-36128195-36128853,3.81033271,6.94E-05
chr20,36050960,36465732,414773,*,0.05433175,NORAD,chr20-36465511-36465952,3.285074914,0.000509776
chr20,36054455,36091504,37050,*,0.108699784,EPB41L1,chr20-36054380-36054529,3.278073575,0.000522591
chr20,36085658,36091504,5847,*,0.148207805,EPB41L1,chr20-36085105-36086211,3.843693421,6.06E-05
chr20,36085658,36306336,220679,*,0.055270561,DLGAP4,chr20-36085105-36086211,2.137294537,0.016287021
chr20,36085658,36541484,455827,*,0.081625111,MYL9,chr20-36085105-36086211,2.084901775,0.018539109
chr20,36086864,36091504,4641,*,0.222567154,EPB41L1,chr20-36086547-36087180,6.019254188,8.76E-10
chr20,36086864,36236459,149596,*,0.079302112,AAR2,chr20-36086547-36087180,4.782088939,8.67E-07
chr20,36086864,36306336,219473,*,0.085354129,DLGAP4,chr20-36086547-36087180,4.508737727,3.26E-06
chr20,36086864,36541484,454621,*,0.126216496,MYL9,chr20-36086547-36087180,4.409589832,5.18E-06
chr20,36091504,36092835,1332,*,0.056313992,EPB41L1,chr20-36091831-36093838,1.852755078,0.031958736
chr20,36091504,36117019,25516,*,0.07143571,EPB41L1,chr20-36116884-36117154,1.795432503,0.036292409
chr20,36091504,36125336,33833,*,0.13842477,EPB41L1,chr20-36125248-36125424,3.663249249,0.000124518
chr20,36091504,36128524,37021,*,0.129706512,EPB41L1,chr20-36128195-36128853,2.616838128,0.004437421
chr20,36091504,36142906,51403,*,0.077054823,EPB41L1,chr20-36142694-36143117,1.958640838,0.025077432
chr20,36091504,36390790,299287,*,0.136539147,EPB41L1,chr20-36390325-36391254,2.653556637,0.00398242
chr20,36091504,36391689,300186,*,0.082742478,EPB41L1,chr20-36391529-36391849,2.572322801,0.005050933
chr20,36091504,36407377,315874,*,0.1386995,EPB41L1,chr20-36407155-36407599,2.543310326,0.005490383
chr20,36091504,36465732,374229,*,0.077613946,EPB41L1,chr20-36465511-36465952,1.671725444,0.047289237
chr20,36091504,36543017,451514,*,0.096800633,EPB41L1,chr20-36542587-36543447,2.780510365,0.002713676
chr20,36128524,36306336,177813,*,0.074454193,DLGAP4,chr20-36128195-36128853,3.374140543,0.000370233
chr20,36128524,36541484,412961,*,0.073126585,MYL9,chr20-36128195-36128853,2.148635066,0.01583167
chr20,36136428,36541484,405057,*,0.055957591,MYL9,chr20-36136337-36136519,1.664840997,0.047972241
chr20,36142906,36541484,398579,*,0.080621731,MYL9,chr20-36142694-36143117,2.879635848,0.001990674
chr20,36236459,36265325,28867,*,0.050301007,AAR2,chr20-36265219-36265431,3.810772067,6.93E-05
chr20,36306336,36390790,84455,*,0.054494487,DLGAP4,chr20-36390325-36391254,2.426015263,0.007632814
chr20,36306336,36465732,159397,*,0.077106729,DLGAP4,chr20-36465511-36465952,4.015846478,2.96E-05
chr20,36306336,36493221,186886,*,0.05449039,DLGAP4,chr20-36493143-36493299,3.442790813,0.000287872
chr20,36306336,36588383,282048,*,0.060556383,DLGAP4,chr20-36588110-36588656,2.8228632,0.002379844
chr20,36306336,36755059,448724,*,0.053364024,DLGAP4,chr20-36754671-36755447,2.117779043,0.017096893
chr20,36337624,36646216,308593,*,0.056279276,SLA2,chr20-36337507-36337740,4.324837309,7.63E-06
chr20,36353225,36541484,188260,*,0.056744742,MYL9,chr20-36353125-36353324,2.284489621,0.011171386
chr20,36353225,36573488,220264,*,0.063018343,TGIF2,chr20-36353125-36353324,3.766683419,8.27E-05
chr20,36390790,36541484,150695,*,0.162669882,MYL9,chr20-36390325-36391254,4.523779292,3.04E-06
chr20,36407377,36541484,134108,*,0.155882736,MYL9,chr20-36407155-36407599,4.174144029,1.50E-05
chr20,36465732,36541484,75753,*,0.084375098,MYL9,chr20-36465511-36465952,3.372350788,0.000372647
chr20,36541484,36543017,1534,*,0.14328432,MYL9,chr20-36542587-36543447,5.056337159,2.14E-07
chr20,36541484,36594812,53329,*,0.127275872,MYL9,chr20-36594684-36594940,4.853949875,6.05E-07
chr20,36541484,36631887,90404,*,0.103225315,MYL9,chr20-36631812-36631961,3.554968331,0.000189012
chr20,36541484,36809021,267538,*,0.058119145,MYL9,chr20-36808447-36809595,2.152433606,0.01568161
chr20,36541484,36848818,307335,*,0.052526211,MYL9,chr20-36848435-36849201,1.651306089,0.049338045
chr20,36573488,36931279,357792,*,0.057331705,TGIF2,chr20-36931164-36931393,3.668511959,0.000121983
chr20,36773818,37095793,321976,*,0.085517935,DSN1,chr20-37094961-37096624,4.76350038,9.51E-07
chr20,36773857,36863686,89830,*,0.063703476,SOGA1,chr20-36773199-36774515,1.946104973,0.025821066
chr20,36809021,36863686,54666,*,0.060559688,SOGA1,chr20-36808447-36809595,2.463581253,0.006877836
chr20,36835933,36863686,27754,*,0.061297761,SOGA1,chr20-36835364-36836502,2.157414953,0.015486674
chr20,36835933,37095995,260063,*,0.058896499,RBL1,chr20-36835364-36836502,2.872675597,0.002035059
chr20,36842021,36863686,21666,*,0.056384001,SOGA1,chr20-36841617-36842425,2.142003587,0.016096597
chr20,36843415,36863686,20272,*,0.064241253,SOGA1,chr20-36842909-36843921,2.465384441,0.006843316
chr20,36862151,36863686,1536,*,0.068885481,SOGA1,chr20-36861901-36862400,2.962137196,0.001527558
chr20,36863506,36863686,181,*,0.067240773,SOGA1,chr20-36862731-36864280,2.632930063,0.004232589
chr20,36863686,36958166,94481,*,0.063758103,SOGA1,chr20-36957362-36958969,3.219629419,0.000641782
chr20,36863686,37095793,232108,*,0.063822523,SOGA1,chr20-37094961-37096624,2.314558306,0.010318558
chr20,36863686,37179162,315477,*,0.060806063,SOGA1,chr20-37178037-37180287,2.507359957,0.006081839
chr20,36863686,37270559,406874,*,0.050303236,SOGA1,chr20-37269774-37271343,1.875622505,0.030353567
chr20,36863686,37282135,418450,*,0.052553594,SOGA1,chr20-37281901-37282369,3.026975571,0.00123507
chr20,36863686,37348118,484433,*,0.053122112,SOGA1,chr20-37347871-37348364,2.881032037,0.001981877
chr20,36863686,37350039,486354,*,0.055990225,SOGA1,chr20-37349656-37350422,2.006097692,0.022422913
chr20,36872271,37344685,472415,*,0.061184539,SRC,chr20-36872094-36872448,2.498096853,0.006243104
chr20,36940012,37344685,404674,*,0.061821665,SRC,chr20-36939897-36940126,3.115922692,0.000916852
chr20,36977937,37289638,311702,*,0.051207009,MANBAL,chr20-36977880-36977993,3.325331651,0.000441567
chr20,37053440,37289638,236199,*,0.068102442,MANBAL,chr20-37053385-37053495,4.743265586,1.05E-06
chr20,37053440,37344685,291246,*,0.06527038,SRC,chr20-37053385-37053495,3.784233676,7.71E-05
chr20,37095793,37095995,203,*,0.12058243,RBL1,chr20-37094961-37096624,6.215041578,2.57E-10
chr20,37095995,37179162,83168,*,0.063691525,RBL1,chr20-37178037-37180287,3.262702119,0.000551777
chr20,37095995,37186044,90050,*,0.051574927,RBL1,chr20-37185519-37186569,3.123957773,0.00089218
chr20,37095995,37357174,261180,*,0.054256521,RBL1,chr20-37356184-37358164,2.397403886,0.008255856
chr20,37178410,37484544,306135,*,-0.069240185,RPN2,chr20-37484324-37484764,-4.161332377,1.58E-05
chr20,37288299,37344685,56387,*,0.054110126,SRC,chr20-37288067-37288531,2.747362898,0.003003831
chr20,37289638,37484544,194907,*,0.05538416,MANBAL,chr20-37484324-37484764,3.532482268,0.000205839
chr20,37344685,37377713,33029,*,0.058574105,SRC,chr20-37377632-37377793,2.768132892,0.002818923
chr20,37344685,37379159,34475,*,0.050049633,SRC,chr20-37378723-37379594,2.54466127,0.005469189
chr20,37344685,37382345,37661,*,0.083202298,SRC,chr20-37382063-37382627,3.7280979,9.65E-05
chr20,37344685,37383541,38857,*,0.066809959,SRC,chr20-37383457-37383624,3.525453094,0.00021138
chr20,37344685,37484544,139860,*,0.087210497,SRC,chr20-37484324-37484764,3.780219589,7.83E-05
chr20,37344685,37649195,304511,*,0.076498767,SRC,chr20-37649059-37649331,3.177190371,0.000743547
chr20,37344685,37704593,359909,*,0.052444531,SRC,chr20-37704437-37704749,1.938564698,0.026277183
chr20,37927921,38166578,238658,*,0.119068354,TGM2,chr20-37927770-37928071,3.826871785,6.49E-05
chr20,37941031,38166578,225548,*,0.059757064,TGM2,chr20-37940955-37941107,1.84178516,0.032753291
chr20,37993081,38166578,173498,*,0.114107281,TGM2,chr20-37992935-37993227,2.781034667,0.002709298
chr20,38078249,38166578,88330,*,0.099207532,TGM2,chr20-38078091-38078406,2.591258647,0.00478128
chr20,38095624,38166578,70955,*,0.080225664,TGM2,chr20-38095026-38096222,1.822217024,0.034211031
chr20,38108877,38166578,57702,*,0.103831217,TGM2,chr20-38108422-38109332,2.347726861,0.009444183
chr20,38110175,38166578,56404,*,0.100078684,TGM2,chr20-38109958-38110391,2.637849475,0.00417168
chr20,38114038,38166578,52541,*,0.069365942,TGM2,chr20-38113358-38114718,1.659331827,0.048524473
chr20,38149669,38260149,110481,*,0.062992604,BPI,chr20-38149560-38149778,5.271894521,6.75E-08
chr20,38166578,38168711,2134,*,0.08911947,TGM2,chr20-38167965-38169456,2.175615356,0.014792017
chr20,38166578,38178383,11806,*,0.110251436,TGM2,chr20-38177953-38178813,2.722259319,0.003241862
chr20,38166578,38191874,25297,*,0.125101365,TGM2,chr20-38191715-38192033,2.899147501,0.001870894
chr20,38166578,38195071,28494,*,0.069199186,TGM2,chr20-38194940-38195202,2.13744499,0.016280908
chr20,38166578,38231782,65205,*,0.061578365,TGM2,chr20-38231404-38232159,1.71226787,0.043423657
chr20,38166578,38251614,85037,*,0.067035583,TGM2,chr20-38251510-38251717,1.779879922,0.037547807
chr20,38166578,38287320,120743,*,0.063139175,TGM2,chr20-38287220-38287419,2.176188845,0.014770571
chr20,38166578,38288247,121670,*,0.125747279,TGM2,chr20-38287991-38288502,2.837337778,0.002274573
chr20,38166578,38334689,168112,*,0.128018435,TGM2,chr20-38334581-38334797,3.111001444,0.00093227
