TableS2 marker genes of macrophage subpopulations identified by single-cell multi-omics,,,,,,,
gene,cluster,pct.1,pct.2,avg_log2FC,p_val,p_val_adj,
AC021192.1,Lipid-handling MΦ,0.302,0.07,0.490919573,5.34E-19,1.95E-14,
CLDN12,Lipid-handling MΦ,0.321,0.095,0.335663172,5.48E-19,2.00E-14,
HLA-C,Lipid-handling MΦ,0.539,0.594,0.003399667,6.07E-19,2.22E-14,
FHL1,Lipid-handling MΦ,0.184,0.026,0.311695102,6.35E-19,2.33E-14,
MAP4K3-DT,Lipid-handling MΦ,0.69,0.402,0.769696232,7.42E-19,2.71E-14,
CCDC18-AS1,Lipid-handling MΦ,0.785,0.626,0.603717154,8.56E-19,3.13E-14,
HAMP,Lipid-handling MΦ,0.134,0.019,0.191213775,1.03E-18,3.78E-14,
CHST11,Lipid-handling MΦ,0.972,0.949,0.92313241,1.05E-18,3.85E-14,
CHD7,Lipid-handling MΦ,0.511,0.312,0.466334754,1.19E-18,4.37E-14,
CPB2-AS1,Lipid-handling MΦ,0.712,0.5,0.889849496,1.21E-18,4.43E-14,
ALPK3,Lipid-handling MΦ,0.131,0.009,0.179326847,1.45E-18,5.33E-14,
AP5B1,Lipid-handling MΦ,0.363,0.149,0.312055795,1.68E-18,6.16E-14,
CDK17,Lipid-handling MΦ,0.855,0.66,0.625065554,1.78E-18,6.51E-14,
LTBP3,Lipid-handling MΦ,0.154,0.029,0.168884701,1.96E-18,7.16E-14,
STX18,Lipid-handling MΦ,0.729,0.523,0.582789663,1.98E-18,7.23E-14,
SLC39A11,Lipid-handling MΦ,0.961,0.92,0.941628648,2.23E-18,8.15E-14,
ANKRD6,Lipid-handling MΦ,0.603,0.283,0.564548209,2.35E-18,8.62E-14,
TMEM72-AS1,Lipid-handling MΦ,0.447,0.224,0.50594504,2.60E-18,9.51E-14,
AC084128.1,Lipid-handling MΦ,0.126,0.006,0.146030688,2.70E-18,9.89E-14,
C1QTNF7,Lipid-handling MΦ,0.187,0.032,0.297830417,2.72E-18,9.95E-14,
RNF13,Lipid-handling MΦ,0.989,0.958,0.81504079,2.92E-18,1.07E-13,
HIST1H2AC,Lipid-handling MΦ,0.31,0.125,0.3637297,2.95E-18,1.08E-13,
CERT1,Lipid-handling MΦ,0.978,0.918,0.580924574,3.82E-18,1.40E-13,
OTUD7B,Lipid-handling MΦ,0.115,0.014,0.157118105,3.91E-18,1.43E-13,
RGCC,Lipid-handling MΦ,0.589,0.347,0.531531084,3.95E-18,1.45E-13,
AL596330.2,Lipid-handling MΦ,0.218,0.034,0.303033934,4.67E-18,1.71E-13,
EIF5,Lipid-handling MΦ,0.844,0.647,0.4686488,5.03E-18,1.84E-13,
SLC9A7,Lipid-handling MΦ,0.682,0.452,0.609685452,5.22E-18,1.91E-13,
RAB37,Lipid-handling MΦ,0.243,0.049,0.277438577,5.30E-18,1.94E-13,
LAT,Lipid-handling MΦ,0.26,0.074,0.27781063,5.64E-18,2.06E-13,
ZNF432,Lipid-handling MΦ,0.352,0.146,0.40069109,5.66E-18,2.07E-13,
RHOF,Lipid-handling MΦ,0.24,0.083,0.245620953,7.02E-18,2.57E-13,
CRYBG1,Lipid-handling MΦ,0.679,0.475,0.497772942,7.51E-18,2.75E-13,
EMP1,Lipid-handling MΦ,0.774,0.704,0.311681873,7.86E-18,2.88E-13,
PMFBP1,Lipid-handling MΦ,0.26,0.109,0.282382285,9.07E-18,3.32E-13,
ERMP1,Lipid-handling MΦ,0.654,0.395,0.481236853,1.00E-17,3.66E-13,
KLF8,Lipid-handling MΦ,0.14,0.015,0.188197411,1.08E-17,3.97E-13,
MICAL1,Lipid-handling MΦ,0.617,0.387,0.492295707,1.10E-17,4.01E-13,
BICD1,Lipid-handling MΦ,0.561,0.317,0.549229273,1.13E-17,4.15E-13,
ZBTB43,Lipid-handling MΦ,0.637,0.434,0.546818777,1.19E-17,4.36E-13,
LDLRAP1,Lipid-handling MΦ,0.226,0.062,0.23264791,1.47E-17,5.38E-13,
G6PD,Lipid-handling MΦ,0.251,0.164,0.192533221,1.69E-17,6.19E-13,
ELOC,Lipid-handling MΦ,0.642,0.456,0.41914461,1.78E-17,6.50E-13,
DCDC2,Lipid-handling MΦ,0.134,0.008,0.189279708,1.83E-17,6.70E-13,
LINC00513,Lipid-handling MΦ,0.732,0.454,0.6733708,1.97E-17,7.22E-13,
C15orf48,Lipid-handling MΦ,0.304,0.179,0.244983358,2.09E-17,7.66E-13,
THADA,Lipid-handling MΦ,0.874,0.751,0.640963642,2.11E-17,7.73E-13,
MFN1,Lipid-handling MΦ,0.612,0.4,0.440969948,2.22E-17,8.12E-13,
TBC1D1,Lipid-handling MΦ,0.846,0.709,0.633134137,2.35E-17,8.62E-13,
AL121933.2,Lipid-handling MΦ,0.307,0.149,0.25060266,2.74E-17,1.00E-12,
ITGA6,Lipid-handling MΦ,0.383,0.175,0.404224296,3.13E-17,1.14E-12,
SIRPB1,Lipid-handling MΦ,0.277,0.112,0.259507733,3.18E-17,1.17E-12,
AVPI1,Lipid-handling MΦ,0.257,0.085,0.29937522,3.45E-17,1.26E-12,
FBXW5,Lipid-handling MΦ,0.564,0.402,0.382117535,3.52E-17,1.29E-12,
WDR63,Lipid-handling MΦ,0.346,0.112,0.43006005,3.74E-17,1.37E-12,
ZEB1,Lipid-handling MΦ,0.366,0.117,0.851460622,4.14E-17,1.52E-12,
PBX4,Lipid-handling MΦ,0.182,0.03,0.269033604,4.41E-17,1.61E-12,
OSBPL11,Lipid-handling MΦ,0.86,0.743,0.510424547,4.83E-17,1.77E-12,
AC015871.4,Lipid-handling MΦ,0.215,0.044,0.235244202,5.19E-17,1.90E-12,
CLDN14,Lipid-handling MΦ,0.165,0.015,0.190927274,5.44E-17,1.99E-12,
SLC39A10,Lipid-handling MΦ,0.55,0.339,0.51424135,5.45E-17,1.99E-12,
SLC1A4,Lipid-handling MΦ,0.444,0.311,0.442412448,5.70E-17,2.09E-12,
SMIM14,Lipid-handling MΦ,0.55,0.322,0.505438513,5.83E-17,2.13E-12,
BORCS5,Lipid-handling MΦ,0.564,0.304,0.474476599,6.11E-17,2.24E-12,
KCNE1B,Lipid-handling MΦ,0.106,0.008,0.139529795,7.48E-17,2.74E-12,
CSRP2,Lipid-handling MΦ,0.106,0.012,0.161194664,8.57E-17,3.14E-12,
TRPV2,Lipid-handling MΦ,0.62,0.506,0.301919326,8.59E-17,3.15E-12,
RHBDF1,Lipid-handling MΦ,0.115,0.013,0.129190935,9.17E-17,3.35E-12,
ABCB9,Lipid-handling MΦ,0.151,0.032,0.217430678,9.80E-17,3.59E-12,
WDFY1,Lipid-handling MΦ,0.855,0.697,0.626674328,9.91E-17,3.63E-12,
ARHGAP12,Lipid-handling MΦ,0.754,0.537,0.557921689,1.12E-16,4.08E-12,
ZCCHC4,Lipid-handling MΦ,0.436,0.211,0.413997581,1.16E-16,4.24E-12,
HAVCR2,Lipid-handling MΦ,0.855,0.715,0.568839425,1.17E-16,4.28E-12,
TMEM140,Lipid-handling MΦ,0.547,0.266,0.515871124,1.46E-16,5.36E-12,
PRR16,Lipid-handling MΦ,0.14,0.012,0.487876059,1.47E-16,5.36E-12,
LINC02813,Lipid-handling MΦ,0.123,0.008,0.142034259,1.65E-16,6.04E-12,
LINC02542,Lipid-handling MΦ,0.397,0.189,0.684559996,1.77E-16,6.48E-12,
HAAO,Lipid-handling MΦ,0.346,0.138,0.355479556,2.22E-16,8.14E-12,
GARS,Lipid-handling MΦ,0.48,0.375,0.417854426,2.37E-16,8.68E-12,
MIR4435-2HG,Lipid-handling MΦ,0.606,0.448,0.725302298,2.40E-16,8.80E-12,
CC2D2B,Lipid-handling MΦ,0.304,0.133,0.378686862,2.55E-16,9.32E-12,
CYP1B1,Lipid-handling MΦ,0.542,0.454,0.304011357,2.60E-16,9.53E-12,
OTUD4,Lipid-handling MΦ,0.673,0.455,0.429819234,2.81E-16,1.03E-11,
ALDH5A1,Lipid-handling MΦ,0.123,0.015,0.177853949,2.90E-16,1.06E-11,
CCDC12,Lipid-handling MΦ,0.67,0.467,0.415863227,3.66E-16,1.34E-11,
LASP1,Lipid-handling MΦ,0.774,0.667,0.381644132,3.77E-16,1.38E-11,
TMEM252-DT,Lipid-handling MΦ,0.134,0.026,0.194821505,4.57E-16,1.67E-11,
LEPR,Lipid-handling MΦ,0.458,0.214,0.493715222,4.87E-16,1.78E-11,
SECISBP2L,Lipid-handling MΦ,0.712,0.532,0.514409345,5.17E-16,1.89E-11,
CPD,Lipid-handling MΦ,0.475,0.3,0.373154844,5.97E-16,2.18E-11,
SCP2,Lipid-handling MΦ,0.726,0.556,0.44558482,6.01E-16,2.20E-11,
CAPS,Lipid-handling MΦ,0.212,0.054,0.221208919,7.44E-16,2.72E-11,
SEMA3C,Lipid-handling MΦ,0.69,0.333,1.000051014,7.71E-16,2.82E-11,
COL9A2,Lipid-handling MΦ,0.154,0.029,0.175135115,8.00E-16,2.93E-11,
MPP7,Lipid-handling MΦ,0.17,0.03,0.207059589,8.46E-16,3.10E-11,
AC007389.1,Lipid-handling MΦ,0.134,0.018,0.191246082,9.30E-16,3.40E-11,
CLYBL,Lipid-handling MΦ,0.589,0.355,0.480691592,9.83E-16,3.60E-11,
DPYSL3,Lipid-handling MΦ,0.117,0.011,0.140644238,1.02E-15,3.73E-11,
ZNF117,Lipid-handling MΦ,0.503,0.261,0.448984356,1.10E-15,4.04E-11,
PSMA7,Lipid-handling MΦ,0.567,0.493,0.137625158,1.14E-15,4.17E-11,
GALNS,Lipid-handling MΦ,0.402,0.174,0.303671979,1.16E-15,4.24E-11,
DGKZ,Lipid-handling MΦ,0.642,0.488,0.358651074,1.19E-15,4.36E-11,
NRIP3,Lipid-handling MΦ,0.388,0.162,0.453524425,1.24E-15,4.54E-11,
SEL1L3,Lipid-handling MΦ,0.24,0.083,0.416215919,1.26E-15,4.61E-11,
AC009974.1,Lipid-handling MΦ,0.198,0.03,0.224687212,1.51E-15,5.52E-11,
CDKAL1,Lipid-handling MΦ,0.958,0.88,0.58674202,1.51E-15,5.52E-11,
MAST4,Lipid-handling MΦ,0.26,0.066,0.425088894,1.60E-15,5.85E-11,
AC005332.4,Lipid-handling MΦ,0.218,0.045,0.197763896,1.78E-15,6.50E-11,
AC069360.1,Lipid-handling MΦ,0.103,0.011,0.149666948,1.78E-15,6.53E-11,
ATP2B4,Lipid-handling MΦ,0.383,0.224,0.416909681,1.79E-15,6.57E-11,
ARHGAP25,Lipid-handling MΦ,0.939,0.832,0.635336378,1.87E-15,6.85E-11,
BX640514.2,Lipid-handling MΦ,0.117,0.015,0.146188311,1.97E-15,7.21E-11,
HS6ST1,Lipid-handling MΦ,0.355,0.162,0.335041409,1.99E-15,7.28E-11,
TTC8,Lipid-handling MΦ,0.366,0.151,0.398340309,2.00E-15,7.34E-11,
LILRB3,Lipid-handling MΦ,0.458,0.265,0.284935203,2.04E-15,7.46E-11,
LINC00571,Lipid-handling MΦ,0.425,0.185,0.488230125,2.11E-15,7.71E-11,
AL031123.5,Lipid-handling MΦ,0.106,0.012,0.129782982,2.32E-15,8.49E-11,
ADK,Lipid-handling MΦ,0.978,0.948,0.617812429,2.52E-15,9.21E-11,
TBRG1,Lipid-handling MΦ,0.841,0.72,0.52932235,2.88E-15,1.05E-10,
SPATS2,Lipid-handling MΦ,0.802,0.662,0.582643686,3.21E-15,1.17E-10,
ITGB3BP,Lipid-handling MΦ,0.338,0.284,1.500191948,3.86E-15,1.41E-10,
TNIK,Lipid-handling MΦ,0.855,0.688,0.805625576,3.91E-15,1.43E-10,
NAA16,Lipid-handling MΦ,0.704,0.532,0.552606104,4.25E-15,1.56E-10,
CCDC88C,Lipid-handling MΦ,0.285,0.098,0.281603267,4.37E-15,1.60E-10,
AC092683.1,Lipid-handling MΦ,0.38,0.172,0.285407356,4.98E-15,1.82E-10,
EEF1AKMT3,Lipid-handling MΦ,0.193,0.046,0.218921108,5.22E-15,1.91E-10,
GRPEL2,Lipid-handling MΦ,0.196,0.052,0.196405634,5.30E-15,1.94E-10,
AL450338.2,Lipid-handling MΦ,0.134,0.012,0.175778602,5.69E-15,2.08E-10,
SULF2,Lipid-handling MΦ,0.226,0.088,0.247164979,5.90E-15,2.16E-10,
TMEM63A,Lipid-handling MΦ,0.696,0.464,0.556729494,6.58E-15,2.41E-10,
METTL9,Lipid-handling MΦ,0.461,0.282,0.375454726,6.87E-15,2.51E-10,
ATP1B1,Lipid-handling MΦ,0.785,0.694,0.228982156,7.49E-15,2.74E-10,
RAB20,Lipid-handling MΦ,0.729,0.464,0.689526182,8.15E-15,2.98E-10,
DIXDC1,Lipid-handling MΦ,0.168,0.029,0.268014074,9.65E-15,3.53E-10,
AC110048.2,Lipid-handling MΦ,0.115,0.009,0.12885589,1.04E-14,3.82E-10,
PHKA1,Lipid-handling MΦ,0.182,0.032,0.254800928,1.24E-14,4.54E-10,
LINC01473,Lipid-handling MΦ,0.634,0.388,0.533666189,1.47E-14,5.40E-10,
GLIPR2,Lipid-handling MΦ,0.534,0.285,0.509186209,1.53E-14,5.62E-10,
CD276,Lipid-handling MΦ,0.626,0.537,0.411210681,1.74E-14,6.38E-10,
CCDC122,Lipid-handling MΦ,0.182,0.049,0.190395512,1.83E-14,6.71E-10,
AC093382.1,Lipid-handling MΦ,0.126,0.01,0.122028668,1.84E-14,6.75E-10,
SPON2,Lipid-handling MΦ,0.14,0.038,0.186538057,1.92E-14,7.05E-10,
RNF19A,Lipid-handling MΦ,0.894,0.793,0.655889527,2.46E-14,9.00E-10,
LGR4,Lipid-handling MΦ,0.402,0.213,0.505625346,2.94E-14,1.07E-09,
CSF3R,Lipid-handling MΦ,0.609,0.445,0.464053454,2.97E-14,1.09E-09,
PIEZO1,Lipid-handling MΦ,0.461,0.359,0.252441265,3.14E-14,1.15E-09,
GLIPR1,Lipid-handling MΦ,0.659,0.608,0.156066193,3.17E-14,1.16E-09,
ACAA1,Lipid-handling MΦ,0.62,0.418,0.420399222,3.37E-14,1.23E-09,
SDSL,Lipid-handling MΦ,0.154,0.061,0.137936049,3.42E-14,1.25E-09,
SLC25A16,Lipid-handling MΦ,0.615,0.385,0.430961994,4.07E-14,1.49E-09,
ZNF804A,Lipid-handling MΦ,0.941,0.823,0.792135907,4.32E-14,1.58E-09,
ANGEL1,Lipid-handling MΦ,0.511,0.263,0.483504156,4.35E-14,1.59E-09,
CLCF1,Lipid-handling MΦ,0.126,0.014,0.143970259,5.81E-14,2.13E-09,
FGD6,Lipid-handling MΦ,0.897,0.773,0.589338341,6.44E-14,2.36E-09,
SP1,Lipid-handling MΦ,0.536,0.332,0.377864627,7.23E-14,2.65E-09,
OXER1,Lipid-handling MΦ,0.12,0.02,0.130698818,7.48E-14,2.74E-09,
RNF168,Lipid-handling MΦ,0.668,0.454,0.496943455,7.51E-14,2.75E-09,
KALRN,Lipid-handling MΦ,0.232,0.06,0.833078517,7.67E-14,2.81E-09,
MTUS1,Lipid-handling MΦ,0.31,0.107,0.401590998,8.12E-14,2.97E-09,
AL645568.1,Lipid-handling MΦ,0.458,0.274,0.442399664,8.66E-14,3.17E-09,
SPINT1,Lipid-handling MΦ,0.165,0.063,0.141949823,8.71E-14,3.19E-09,
ERV3-1,Lipid-handling MΦ,0.472,0.259,0.412477532,9.05E-14,3.31E-09,
ST3GAL5,Lipid-handling MΦ,0.802,0.674,0.541238815,9.25E-14,3.39E-09,
RAB18,Lipid-handling MΦ,0.715,0.575,0.446104592,1.01E-13,3.70E-09,
FAM13B,Lipid-handling MΦ,0.93,0.836,0.585739461,1.05E-13,3.86E-09,
AC093627.4,Lipid-handling MΦ,0.117,0.022,0.117150566,1.13E-13,4.14E-09,
AC104532.2,Lipid-handling MΦ,0.207,0.06,0.228871777,1.22E-13,4.47E-09,
SLC49A3,Lipid-handling MΦ,0.246,0.109,0.186730303,1.30E-13,4.77E-09,
GCLC,Lipid-handling MΦ,0.905,0.784,0.694559089,1.40E-13,5.12E-09,
RMDN2,Lipid-handling MΦ,0.453,0.25,0.375284582,1.54E-13,5.62E-09,
PKP4,Lipid-handling MΦ,0.578,0.359,0.459431582,1.54E-13,5.65E-09,
ASAP1,Lipid-handling MΦ,1,0.995,0.703243521,1.59E-13,5.83E-09,
CHKA,Lipid-handling MΦ,0.877,0.734,0.559399673,1.66E-13,6.09E-09,
LSM 8.00,Lipid-handling MΦ,0.584,0.424,0.334266069,1.75E-13,6.42E-09,
PYHIN1,Lipid-handling MΦ,0.237,0.083,0.258922493,1.96E-13,7.16E-09,
MBP,Lipid-handling MΦ,0.969,0.883,0.692342329,1.99E-13,7.27E-09,
SLC4A8,Lipid-handling MΦ,0.757,0.595,0.80226679,2.16E-13,7.90E-09,
ENOSF1,Lipid-handling MΦ,0.768,0.59,0.478135259,2.21E-13,8.07E-09,
SLC17A9,Lipid-handling MΦ,0.425,0.206,0.341530941,2.38E-13,8.72E-09,
SPART,Lipid-handling MΦ,0.584,0.431,0.443442329,2.60E-13,9.52E-09,
MTHFD1,Lipid-handling MΦ,0.363,0.212,0.248751622,2.63E-13,9.62E-09,
VKORC1L1,Lipid-handling MΦ,0.592,0.375,0.493991567,2.75E-13,1.01E-08,
PPIP5K2,Lipid-handling MΦ,0.913,0.824,0.477802623,2.81E-13,1.03E-08,
XPR1,Lipid-handling MΦ,0.771,0.637,0.558617191,2.82E-13,1.03E-08,
PART1,Lipid-handling MΦ,0.204,0.073,0.223744259,3.01E-13,1.10E-08,
NAF1,Lipid-handling MΦ,0.349,0.183,0.333155975,3.08E-13,1.13E-08,
IL2RG,Lipid-handling MΦ,0.145,0.12,0.088740933,3.42E-13,1.25E-08,
GPRIN3,Lipid-handling MΦ,0.933,0.856,0.624219738,3.68E-13,1.35E-08,
ANKS6,Lipid-handling MΦ,0.112,0.013,0.123674024,3.77E-13,1.38E-08,
LINC02435,Lipid-handling MΦ,0.123,0.008,0.179629512,3.82E-13,1.40E-08,
AC215522.2,Lipid-handling MΦ,0.101,0.014,0.103810376,3.83E-13,1.40E-08,
AC100800.1,Lipid-handling MΦ,0.263,0.064,0.308487465,3.90E-13,1.43E-08,
RABGEF1,Lipid-handling MΦ,0.939,0.855,0.814925708,4.27E-13,1.56E-08,
KDM5B,Lipid-handling MΦ,0.553,0.321,0.493478442,4.78E-13,1.75E-08,
ABHD5,Lipid-handling MΦ,0.427,0.237,0.363929802,4.81E-13,1.76E-08,
CAB39L,Lipid-handling MΦ,0.422,0.213,0.434618415,4.88E-13,1.79E-08,
SEPTIN9,Lipid-handling MΦ,0.922,0.867,0.704624274,5.01E-13,1.83E-08,
AL627171.2,Lipid-handling MΦ,0.425,0.281,0.349063959,5.22E-13,1.91E-08,
TNFRSF21,Lipid-handling MΦ,0.726,0.551,0.695569335,5.59E-13,2.04E-08,
GALNT7,Lipid-handling MΦ,0.721,0.565,0.479470632,5.69E-13,2.08E-08,
LARGE1,Lipid-handling MΦ,0.235,0.105,0.479940127,5.87E-13,2.15E-08,
MYBPC3,Lipid-handling MΦ,0.109,0.024,0.142829343,6.04E-13,2.21E-08,
NORAD,Lipid-handling MΦ,0.581,0.416,0.315072,6.47E-13,2.37E-08,
ELOVL5,Lipid-handling MΦ,0.561,0.463,0.316899598,6.82E-13,2.50E-08,
HAGHL,Lipid-handling MΦ,0.277,0.107,0.270298828,8.45E-13,3.09E-08,
SLC15A3,Lipid-handling MΦ,0.573,0.556,0.04971107,8.56E-13,3.13E-08,
SVIL,Lipid-handling MΦ,0.478,0.279,0.474952722,8.73E-13,3.20E-08,
AC024084.1,Lipid-handling MΦ,0.369,0.176,0.329924721,8.81E-13,3.23E-08,
AIRN,Lipid-handling MΦ,0.128,0.017,0.124025402,8.88E-13,3.25E-08,
SPARC,Lipid-handling MΦ,0.358,0.344,0.092079042,9.38E-13,3.43E-08,
TXN,Lipid-handling MΦ,0.478,0.423,0.188033221,1.04E-12,3.80E-08,
ABTB2,Lipid-handling MΦ,0.17,0.023,0.26652456,1.07E-12,3.91E-08,
PTPN7,Lipid-handling MΦ,0.363,0.187,0.32307463,1.18E-12,4.30E-08,
NBEAL2,Lipid-handling MΦ,0.302,0.135,0.270326674,1.19E-12,4.37E-08,
GTF2IRD1,Lipid-handling MΦ,0.413,0.209,0.4482982,1.25E-12,4.57E-08,
ROR1,Lipid-handling MΦ,0.274,0.059,0.532610094,1.26E-12,4.61E-08,
YPEL4,Lipid-handling MΦ,0.176,0.04,0.219438302,1.34E-12,4.91E-08,
SPRY2,Lipid-handling MΦ,0.338,0.167,0.302582476,1.43E-12,5.23E-08,
ACTN1,Lipid-handling MΦ,0.813,0.674,0.551020819,1.46E-12,5.34E-08,
KAZN,Lipid-handling MΦ,0.193,0.046,0.246807135,1.46E-12,5.34E-08,
RNF24,Lipid-handling MΦ,0.506,0.335,0.501404901,1.48E-12,5.42E-08,
SPTAN1,Lipid-handling MΦ,0.64,0.471,0.467539419,1.48E-12,5.42E-08,
EMILIN1,Lipid-handling MΦ,0.115,0.053,0.095443973,1.52E-12,5.56E-08,
TRAK2,Lipid-handling MΦ,0.659,0.486,0.393623404,1.57E-12,5.75E-08,
SOS 1,Lipid-handling MΦ,0.939,0.847,0.5993899,1.61E-12,5.88E-08,
ERAP2,Lipid-handling MΦ,0.419,0.247,0.338757126,1.65E-12,6.04E-08,
FTX,Lipid-handling MΦ,1,0.987,0.601665298,1.73E-12,6.32E-08,
MFHAS1,Lipid-handling MΦ,0.844,0.736,0.578191293,1.86E-12,6.82E-08,
CITED2,Lipid-handling MΦ,0.204,0.121,0.208891847,1.90E-12,6.95E-08,
TMEM251,Lipid-handling MΦ,0.302,0.193,0.204233269,1.97E-12,7.20E-08,
AC011997.2,Lipid-handling MΦ,0.145,0.026,0.169630225,2.00E-12,7.33E-08,
ATL1,Lipid-handling MΦ,0.14,0.027,0.17685892,2.17E-12,7.94E-08,
ZBED5-AS1,Lipid-handling MΦ,0.304,0.127,0.263087835,2.24E-12,8.19E-08,
STX2,Lipid-handling MΦ,0.665,0.437,0.547227566,2.26E-12,8.26E-08,
RMDN3,Lipid-handling MΦ,0.427,0.262,0.358613149,2.29E-12,8.40E-08,
APOL2,Lipid-handling MΦ,0.36,0.185,0.254211567,2.49E-12,9.12E-08,
TMEM53,Lipid-handling MΦ,0.229,0.084,0.227517071,2.50E-12,9.14E-08,
VASH1,Lipid-handling MΦ,0.506,0.338,0.317584293,2.66E-12,9.72E-08,
AC007569.1,Lipid-handling MΦ,0.221,0.053,0.216276106,2.74E-12,1.00E-07,
AC087280.2,Lipid-handling MΦ,0.128,0.03,0.220638406,2.95E-12,1.08E-07,
CARS2,Lipid-handling MΦ,0.581,0.388,0.425225552,3.00E-12,1.10E-07,
ATP2A2,Lipid-handling MΦ,0.824,0.723,0.463128103,3.01E-12,1.10E-07,
CUL2,Lipid-handling MΦ,0.693,0.549,0.451903109,3.13E-12,1.14E-07,
AC004988.1,Lipid-handling MΦ,0.187,0.044,0.194635379,3.19E-12,1.17E-07,
TMEM163,Lipid-handling MΦ,0.162,0.038,0.666314855,3.44E-12,1.26E-07,
CCPG1,Lipid-handling MΦ,0.637,0.559,0.388630592,3.53E-12,1.29E-07,
C9orf16,Lipid-handling MΦ,0.26,0.174,0.16150098,4.23E-12,1.55E-07,
TRPA1,Lipid-handling MΦ,0.307,0.112,0.368190792,4.28E-12,1.57E-07,
STX4,Lipid-handling MΦ,0.561,0.374,0.479570744,4.89E-12,1.79E-07,
Mar-01,Lipid-handling MΦ,0.134,0.024,0.168632847,5.07E-12,1.86E-07,
TXNIP,Lipid-handling MΦ,0.45,0.423,0.225909793,5.15E-12,1.88E-07,
SLC48A1,Lipid-handling MΦ,0.321,0.216,0.175207292,5.17E-12,1.89E-07,
WASF2,Lipid-handling MΦ,0.888,0.82,0.445014476,5.28E-12,1.93E-07,
CAMKK1,Lipid-handling MΦ,0.254,0.086,0.266857919,5.78E-12,2.11E-07,
AL591895.1,Lipid-handling MΦ,0.279,0.131,0.235010509,7.23E-12,2.64E-07,
VCL,Lipid-handling MΦ,0.707,0.57,0.446449353,7.77E-12,2.84E-07,
HIC2,Lipid-handling MΦ,0.232,0.097,0.274577303,8.24E-12,3.02E-07,
AP000695.2,Lipid-handling MΦ,0.218,0.045,0.210903783,9.83E-12,3.60E-07,
VAPA,Lipid-handling MΦ,0.888,0.749,0.471670811,9.96E-12,3.64E-07,
AC016831.1,Lipid-handling MΦ,0.223,0.069,0.199622048,1.00E-11,3.67E-07,
TAFA2,Lipid-handling MΦ,0.503,0.297,0.429942294,1.01E-11,3.71E-07,
DDIT3,Lipid-handling MΦ,0.352,0.173,0.289766033,1.15E-11,4.20E-07,
ZNF736,Lipid-handling MΦ,0.609,0.41,0.357736877,1.24E-11,4.54E-07,
AC004846.2,Lipid-handling MΦ,0.159,0.031,0.140604382,1.30E-11,4.75E-07,
LINC01857,Lipid-handling MΦ,0.156,0.046,0.173745769,1.31E-11,4.78E-07,
APOBR,Lipid-handling MΦ,0.313,0.246,0.127678037,1.34E-11,4.89E-07,
INPP5F,Lipid-handling MΦ,0.475,0.265,0.383763524,1.39E-11,5.10E-07,
AC004540.2,Lipid-handling MΦ,0.115,0.016,0.128257317,1.48E-11,5.42E-07,
ATG4B,Lipid-handling MΦ,0.547,0.336,0.347443178,1.54E-11,5.63E-07,
MORF4L2,Lipid-handling MΦ,0.637,0.466,0.349872081,1.66E-11,6.08E-07,
NUP188,Lipid-handling MΦ,0.453,0.251,0.314057545,1.72E-11,6.29E-07,
BDNF-AS,Lipid-handling MΦ,0.243,0.088,0.26554887,1.86E-11,6.80E-07,
C11orf80,Lipid-handling MΦ,0.355,0.15,0.370856486,1.90E-11,6.96E-07,
PSD3,Lipid-handling MΦ,0.838,0.686,1.030593035,1.92E-11,7.03E-07,
MPG,Lipid-handling MΦ,0.338,0.23,0.194840334,1.99E-11,7.27E-07,
EEA1,Lipid-handling MΦ,0.911,0.833,0.485301959,2.08E-11,7.62E-07,
CYB5A,Lipid-handling MΦ,0.257,0.132,0.219383154,2.21E-11,8.10E-07,
ARAP1,Lipid-handling MΦ,0.763,0.629,0.342435518,2.27E-11,8.32E-07,
LINC01001,Lipid-handling MΦ,0.17,0.053,0.158250402,2.39E-11,8.74E-07,
CAMSAP1,Lipid-handling MΦ,0.617,0.393,0.449876179,2.48E-11,9.06E-07,
AADACL2-AS1,Lipid-handling MΦ,0.162,0.032,0.154595205,2.49E-11,9.12E-07,
GRK3,Lipid-handling MΦ,0.972,0.896,0.579260082,2.74E-11,1.00E-06,
MCU,Lipid-handling MΦ,0.93,0.846,0.656505967,2.79E-11,1.02E-06,
THRA,Lipid-handling MΦ,0.246,0.117,0.215004162,2.86E-11,1.05E-06,
SLC17A5,Lipid-handling MΦ,0.746,0.597,0.45778634,2.90E-11,1.06E-06,
MIR137HG,Lipid-handling MΦ,0.145,0.025,0.19672853,3.06E-11,1.12E-06,
AGO3,Lipid-handling MΦ,0.874,0.787,0.509859647,3.22E-11,1.18E-06,
PLXDC2,Lipid-handling MΦ,1,0.995,0.541229403,3.39E-11,1.24E-06,
ADD3,Lipid-handling MΦ,0.45,0.235,0.389074629,3.65E-11,1.34E-06,
AK9,Lipid-handling MΦ,0.302,0.143,0.36035591,3.72E-11,1.36E-06,
BHLHE40,Lipid-handling MΦ,0.397,0.239,0.310915673,4.36E-11,1.60E-06,
YWHAZ,Lipid-handling MΦ,0.866,0.813,0.494402587,4.62E-11,1.69E-06,
RHBDF2,Lipid-handling MΦ,0.601,0.466,0.312156314,4.81E-11,1.76E-06,
MFSD4B,Lipid-handling MΦ,0.846,0.667,0.51760391,4.87E-11,1.78E-06,
SYTL3,Lipid-handling MΦ,0.358,0.206,0.325175816,5.11E-11,1.87E-06,
